Case #1: Impossible
21 33 258242
33 26 248923
28 16 109508
23 7 145468
16 7 115178
20 6 267597
35 29 156220
2 32 214259
5 23 78385
33 4 266558
26 36 141148
21 2 244499
31 32 179485
33 36 114829
12 2 250580
23 33 237969
33 11 211325
33 3 159955
8 14 170540
8 22 142428
23 8 189296
32 20 227130
36 7 118005
6 13 189429
19 9 194284
24 6 109496
26 4 161297
8 7 128930
25 28 129151
25 7 158263
34 29 57496
12 28 191912
17 20 245645
31 13 99322
32 27 235264
5 2 224530
20 24 187827
27 28 246985
2 36 199537
27 11 199035
2 29 175328
30 7 137089
23 9 150957
17 18 189527
1 31 110524
5 35 186344
21 28 121094
9 4 119478
29 7 124860
5 6 190798
27 26 278872
30 27 294458
35 3 43404
35 15 99928
21 17 127888
12 13 129815
32 6 169195
1 24 210717
8 33 143108
34 13 205000
8 27 212852
5 29 117740
4 15 34157
26 22 143813
22 3 182451
1 5 134190
28 4 129410
36 27 184573
10 14 211575
7 10 106147
36 25 40258
33 27 299402
8 34 61566
4 7 135080
19 21 96523
31 28 167764
24 7 189001
17 14 120256
18 35 190154
21 23 142410
20 22 181983
25 24 61828
26 30 93710
8 29 4070
2 14 238439
2 31 278408
23 14 36172
28 26 190265
30 10 166161
18 30 170058
27 35 251660
33 29 139038
31 30 199908
20 28 238851
8 16 13752
16 15 141477
36 1 109197
5 33 159584
10 31 176503
26 21 101299
19 11 156266
30 13 134581
27 13 316773
28 10 100477
24 33 209861
9 26 120936
15 27 151732
9 21 179476
25 18 53582
7 5 67083
2 25 239795
31 26 140193
32 23 161355
3 5 158134
31 6 254756
5 17 102989
36 24 102086
23 1 149034
5 30 204172
21 29 177000
14 21 162299
22 4 147531
11 17 129733
36 21 164323
24 30 54648
12 11 171862
36 10 151933
27 14 326834
9 1 50719
28 13 149394
2 13 202507
32 26 194136
27 21 177573
4 35 134085
32 16 97787
13 20 189636
35 16 165902
19 6 143782
25 20 249655
24 19 34286
10 4 57592
9 11 38018
16 21 167318
35 21 74087
32 35 183460
11 21 141458
36 9 58478
18 24 115410
32 17 18515
25 10 173341
21 12 112119
3 4 177489
35 12 109499
28 36 88893
16 10 118042
25 29 64467
27 2 302076
14 24 100062
10 24 111513
34 20 245695
32 9 73200
11 18 190336
16 23 175544
30 33 245125
6 7 151804
29 27 208782
10 22 205123
16 30 185500
29 26 155205
14 19 134348
28 19 196911
4 20 197372
21 30 116885
4 29 153747
19 30 88934
34 36 33287
12 3 66095
22 23 102702
24 5 158558
31 24 145260
24 2 200698
8 2 179398
1 14 173914
11 35 215545
24 12 49882
25 1 149455
24 23 80173
15 13 165041
24 16 135977
22 17 195804
31 35 53140
32 18 194454
10 5 109851
20 3 269625
33 22 277396
26 35 164264
29 14 166470
25 3 174102
3 26 120860
29 9 34269
5 22 181087
8 12 180247
11 16 62605
19 36 136372
19 5 192844
10 18 226923
20 18 303237
4 30 176883
3 13 79989
16 2 165646
21 15 25841
24 4 122235
19 13 114219
36 30 151609
30 8 179888
34 1 142484
19 8 164651
2 7 231650
17 25 135945
3 27 295064
31 17 174558
5 32 84474
4 36 177956
22 29 138358
13 29 184986
35 10 123363
26 20 148765
1 33 224026
34 31 112158
33 28 137148
13 10 188476
23 27 316533
8 31 107150
7 31 196876
16 25 74149
35 14 116530
15 10 23435
13 16 175304
19 3 146560
12 31 162639
25 11 136754
1 27 287772
26 11 82918
32 13 161115
2 28 225980
24 22 182875
36 15 175368
8 26 159275
5 8 121810
12 20 237709
17 6 187710
28 6 180916
15 6 104382
6 25 171324
16 22 128676
13 4 199198
6 11 151685
20 2 12871
9 2 141059
24 29 126295
6 12 159378
9 12 209880
8 18 122119
11 29 72287
33 7 166260
24 9 159998
20 11 115912
13 11 123789
5 34 151801
23 3 79749
10 2 242093
19 7 214439
33 17 143942
1 8 89058
36 14 142261
23 34 205240
35 1 163664
36 3 175415
24 34 135373
3 31 96544
11 36 96496
14 11 159721
35 23 123153
22 7 194680
28 14 113462
29 32 107469
10 21 49276
9 22 104089
13 21 142170
31 33 193700
31 20 288958
20 21 250064
5 11 121489
32 1 123919
2 15 218658
35 28 195181
13 14 35932
31 22 202264
12 18 165292
14 25 146822
11 28 122939
25 23 142001
17 23 156428
17 1 142434
3 17 236177
28 34 55606
1 7 141310
14 6 209558
1 20 204649
10 17 107271
29 15 151159
Case #222: 123
6 17 144702
19 12 87641
6 12 120653
9 10 174531
21 19 91093
4 7 170042
10 4 135899
5 11 199047
7 12 96848
20 2 148730
12 13 51170
7 1 65398
6 2 226940
2 10 150957
11 2 222486
8 4 59098
1 13 100152
2 13 242343
15 6 130469
20 9 176758
10 13 91386
1 19 56191
22 4 107621
20 23 30422
21 5 159698
3 19 27330
19 20 45198
8 14 104177
12 20 42443
17 1 134272
21 9 79357
13 8 14585
4 5 214868
20 10 2227
8 5 178071
10 15 139003
22 9 26906
23 19 39884
8 12 36585
16 13 197727
15 1 147769
6 4 153776
12 23 72865
18 19 36302
21 12 172855
9 1 183297
21 20 130412
8 3 96896
7 19 63867
16 10 106341
5 3 220968
19 14 221928
20 4 138126
19 15 97457
19 11 28558
15 4 207520
2 21 279142
14 18 192101
15 23 131462
20 5 203100
8 23 107037
4 13 73683
17 14 152882
6 18 69314
1 16 115107
8 15 170723
2 7 203135
7 14 230118
10 11 75983
15 18 127880
14 12 140762
13 18 102509
19 4 183324
14 20 183205
20 16 104114
7 20 54405
11 20 73756
6 19 33012
16 6 111999
22 18 156660
21 3 112544
21 10 132639
11 13 115036
6 10 80437
8 11 100451
23 3 12554
22 1 156391
2 15 279036
17 13 63290
9 14 172737
13 5 163486
9 18 183566
16 18 113010
3 11 55888
23 1 41415
13 14 89592
6 21 124105
9 16 226251
9 23 175597
16 15 201836
7 9 211131
6 20 78210
18 17 136629
16 23 134536
19 16 136103
15 20 136776
15 11 126015
22 7 184225
12 2 191173
9 5 80341
5 16 306592
14 22 145831
3 12 60311
17 23 155742
14 15 164545
13 6 110582
22 3 147688
22 2 232949
7 8 133433
11 23 68442
21 4 213884
7 18 45509
10 12 40216
Case #223: 205
19 12 402881
26 25 296741
23 14 228766
1 7 198526
5 21 40439
3 2 43714
7 27 320646
3 17 244137
5 3 35915
10 3 66378
5 19 358123
26 13 112644
6 25 457255
6 10 325727
10 19 294919
20 21 183189
7 17 253476
2 5 79629
22 17 174990
8 13 235829
3 18 127795
18 19 450003
16 14 259021
4 12 252184
5 27 162070
21 15 272782
23 17 277574
15 23 265467
15 17 308131
14 8 333215
18 20 162648
22 21 73671
15 5 313221
18 26 198655
12 17 324810
26 9 154305
27 4 216559
21 1 152153
22 12 149820
14 19 493299
6 16 307917
26 14 121303
10 13 257804
9 12 174844
2 24 260024
23 21 186863
6 27 385504
15 12 351705
16 8 383465
10 2 110092
2 26 195420
17 11 227363
23 11 108313
23 27 303924
17 13 115549
27 1 273784
22 18 196942
16 25 348324
19 26 467667
14 24 184375
24 25 177642
2 15 277240
16 1 99061
26 23 179477
20 3 187713
8 24 258271
11 7 159039
6 7 406165
3 24 216310
3 6 259349
10 21 61854
3 22 69147
23 19 504547
14 7 209158
13 3 212795
20 4 16202
3 1 147629
11 1 109841
17 20 192186
10 26 209036
5 17 280052
8 21 339421
1 25 335398
14 5 250322
16 7 288129
19 22 303927
13 9 227342
14 4 101498
20 24 99079
11 24 134256
18 24 88515
15 6 443910
27 25 434350
13 11 111814
11 19 502112
16 5 73165
11 26 71184
12 23 263012
7 3 239561
15 7 213455
1 4 90866
26 6 318310
14 25 346030
20 15 121997
1 26 110671
21 2 48238
20 2 201159
18 25 266157
15 16 295722
27 9 82032
4 6 338115
23 22 246916
12 10 147051
20 8 273911
14 10 266463
13 1 151301
10 1 214007
18 5 163710
3 9 94171
25 19 279705
17 19 366469
4 5 207426
10 15 303164
24 26 135086
16 2 92282
1 15 196661
3 27 126155
15 14 181301
9 5 130086
18 12 208468
27 8 283076
5 1 172226
27 14 318030
8 9 290774
18 8 346786
7 10 296891
4 22 159524
24 10 280246
20 14 85296
21 4 166987
23 9 271940
24 27 325105
20 1 74664
4 13 92839
23 13 206926
21 14 209883
9 17 200014
16 3 48568
24 15 221076
13 21 217319
22 6 328496
11 10 216344
16 21 53092
12 11 289870
9 7 242160
25 7 322024
19 21 326732
3 4 171511
19 15 555734
25 21 398476
13 7 137927
26 12 232379
5 13 237392
12 16 129241
16 27 174723
19 2 278494
20 26 36007
22 11 210903
15 26 125600
24 17 93107
1 9 225366
10 25 441901
1 22 216776
20 7 123862
18 27 253950
17 27 232003
23 5 218254
2 23 226053
13 15 198634
8 23 337388
6 19 179963
10 27 192533
21 3 4524
27 20 232734
15 3 277306
12 21 85197
5 25 380650
6 21 263873
13 16 164227
22 9 25024
11 21 213721
10 20 181167
11 9 185879
1 12 228302
20 12 268386
25 3 393952
17 10 310515
4 8 257709
22 13 252363
4 7 107660
1 17 266850
22 10 135525
16 10 114946
9 14 235998
12 3 80673
Case #224: 493
22 3 111612
15 7 62081
34 36 67250
7 24 27773
34 35 18287
32 31 42058
22 8 112537
26 21 71616
19 7 149430
20 15 110024
13 32 102614
4 31 124342
14 35 42360
33 27 28157
21 3 15819
30 28 83661
6 9 41536
21 18 151692
24 6 109299
14 5 56000
5 2 187574
26 28 102218
33 35 6180
19 34 172563
1 27 111534
15 11 136703
10 26 83884
8 6 50215
2 36 220730
30 16 87818
19 3 204867
35 4 81313
29 23 104401
27 4 103290
11 12 105586
20 32 75013
8 21 134697
14 36 68509
23 22 101150
11 10 107165
19 32 153686
25 3 132461
17 16 107025
35 11 128615
1 20 142727
34 26 23493
21 16 140877
34 29 75861
15 26 62441
17 4 72967
3 33 44030
17 34 60918
29 10 60675
6 31 119328
34 25 95855
28 35 96631
1 22 144630
4 7 86540
36 24 71509
7 33 11407
36 29 96083
15 27 78831
1 10 116561
4 18 25224
29 24 80120
34 33 12107
4 14 80887
23 35 69641
21 35 66029
3 35 50210
9 13 58368
17 13 128292
28 18 178322
29 2 196842
11 20 181785
13 28 191941
17 25 39620
31 19 187232
31 35 55389
11 28 212886
2 21 162716
34 9 77895
17 15 99485
23 34 75187
1 18 81922
19 1 162615
4 11 47302
18 17 83746
14 11 128189
6 13 85132
4 34 87240
1 35 89557
22 12 96472
28 24 106817
8 35 81028
16 10 112158
23 7 52054
23 14 27281
13 29 150705
26 4 86900
33 31 49209
5 6 112753
12 33 58783
21 36 114992
2 23 183746
4 28 165584
20 14 95530
7 13 98358
34 1 95484
10 28 149160
14 17 62177
27 3 72187
2 11 168086
5 17 6177
9 31 92564
34 32 27770
14 25 99789
11 16 127831
36 8 105490
1 12 105051
14 13 73585
30 3 37240
15 32 66337
8 18 49125
26 9 54402
6 27 120709
17 28 139262
32 17 33148
28 23 145637
16 20 140378
8 17 99158
30 8 81638
34 20 71457
2 13 230050
17 10 121100
25 16 99431
22 29 88744
28 8 157024
22 13 147454
9 24 82535
11 18 72526
31 27 77366
15 33 50674
19 11 207640
5 25 45797
25 1 112159
10 30 65499
28 31 139660
27 5 47023
11 21 182284
12 20 118133
10 14 101938
30 34 18897
12 10 89913
9 10 82527
3 32 59693
32 22 60431
24 25 104797
21 15 110523
26 19 149070
29 3 107784
28 6 183384
13 16 73227
1 6 94711
13 8 57691
5 15 93308
36 1 138520
16 7 69621
14 34 47906
7 10 83696
10 36 127432
2 20 247751
15 25 139105
26 17 37764
24 26 28133
24 5 59000
20 25 147781
31 3 93239
25 23 81864
9 35 72349
19 33 160837
26 29 52707
22 24 83948
11 34 134542
26 18 80076
29 31 14545
27 25 79805
8 23 11387
11 7 133842
12 36 91112
29 32 56603
28 16 171479
17 24 65177
7 26 360
4 12 58284
36 27 83300
2 28 193318
26 1 95144
11 31 166549
14 21 96029
24 27 44523
15 1 32703
25 33 88431
34 16 92754
11 9 98200
25 12 77186
2 16 201313
33 9 66169
22 25 129048
2 9 171682
26 16 69261
36 17 72628
13 4 109266
18 7 80436
24 33 16366
21 28 62240
29 5 83574
25 21 148280
33 10 72289
12 15 82443
25 31 114826
8 20 134198
32 18 84692
22 10 28069
8 3 118878
8 31 101243
13 30 116555
24 19 177203
32 33 15663
5 19 180657
10 25 100979
16 27 108804
8 19 118119
2 17 193751
24 4 91499
34 18 103569
21 5 102483
16 33 81028
24 12 75149
19 17 186834
5 20 101984
30 26 18557
25 28 178882
7 32 4256
18 15 100731
23 4 62962
36 5 66451
28 9 156620
18 36 124172
12 35 64963
8 34 86574
33 30 6790
12 19 102054
23 17 89458
15 9 75057
20 31 108559
36 20 114493
30 24 23156
7 36 43736
17 35 54991
20 22 126932
20 21 119199
26 36 44096
26 5 31587
25 36 112248
11 23 110264
23 24 79827
23 20 122811
28 12 149234
11 36 177578
24 32 32029
15 10 122963
4 25 69350
7 30 18197
12 31 85178
36 15 105817
14 31 62575
4 2 120784
4 21 134982
5 3 86664
34 7 23514
16 4 80529
7 31 37802
9 19 109440
1 21 143226
4 6 92434
12 32 51632
26 23 51694
11 27 150592
16 24 97394
16 36 113357
33 13 109765
28 1 173828
22 16 118717
28 15 141125
12 13 50982
12 7 47376
18 12 33060
11 5 114092
7 29 52347
29 19 201777
18 16 55305
28 32 106114
3 2 146897
12 34 70509
34 24 28473
14 30 42970
2 32 181250
2 7 176994
19 23 106732
30 32 22453
8 24 91214
6 11 139736
5 28 133085
34 28 102558
7 20 70757
9 29 107109
4 20 134483
5 16 100848
18 10 56853
21 30 53059
18 22 84922
29 35 69934
14 29 77120
6 30 99723
26 22 55815
25 30 95221
36 33 55143
17 12 84780
35 26 17947
18 24 108209
36 9 98498
15 4 89401
15 14 86854
34 21 71956
32 6 85782
26 33 11767
33 6 92933
30 35 12970
6 34 104659
25 9 69800
15 30 57464
21 10 118558
8 25 93251
6 15 116593
21 27 88006
8 4 74349
3 11 166465
19 4 160338
3 13 153795
27 7 39564
5 7 31227
21 29 123603
15 16 104688
4 9 50898
22 36 99911
3 10 102739
16 31 107423
27 34 16050
6 2 213218
27 8 102624
18 9 25674
19 30 167627
3 23 107491
11 24 138801
14 12 22603
17 21 108660
30 18 98633
3 14 80210
3 6 136963
22 27 95358
4 22 87932
14 16 44848
23 5 83281
1 33 83377
2 35 194581
22 9 103858
33 18 91843
27 9 93945
30 23 70251
8 12 16065
14 2 194688
25 18 44126
33 5 42634
35 13 115945
22 28 158033
3 24 60396
33 28 90451
17 29 89751
3 26 55797
35 24 22546
16 19 79809
7 35 17587
34 5 54741
2 22 120819
21 22 127431
33 2 188401
9 23 12064
26 31 38162
8 33 74848
33 23 63461
20 29 123104
2 10 136167
15 31 99883
7 9 54762
16 3 125058
11 29 167840
2 31 211387
26 25 77384
14 32 29029
31 24 65575
27 35 34337
23 16 26923
22 33 67582
19 35 167017
32 36 39480
25 35 94611
26 27 39543
7 3 55437
19 10 191967
35 15 56854
21 31 109058
21 32 75512
11 26 134202
11 1 104000
25 32 72768
8 5 92981
8 7 63441
4 10 59863
9 17 92166
18 31 118238
14 33 36180
31 1 132586
15 8 98508
23 18 37738
25 19 179240
2 25 190134
10 5 114923
11 25 116652
32 4 90796
32 27 43820
24 10 88655
20 30 66140
35 10 78469
15 34 62781
6 16 11905
7 25 77024
36 19 193166
6 10 124063
6 36 125262
1 24 99743
15 13 133425
9 16 29631
4 36 130276
20 9 125519
31 13 136160
6 21 152782
13 25 128168
35 36 61323
8 9 23451
13 23 46304
14 6 56753
27 13 137541
28 29 154205
19 21 220686
26 14 24413
7 6 81526
13 19 153036
12 29 99723
27 12 86559
27 28 103063
32 10 87952
5 12 78603
20 18 151193
7 14 24773
32 26 4616
31 30 55999
34 13 121491
35 16 87208
26 2 176634
15 19 184497
1 2 177482
14 9 29989
26 6 81166
5 13 129585
13 10 140895
8 11 121651
18 3 135873
20 13 169115
8 32 66010
23 10 94591
35 32 21843
24 13 126131
Case #225: 84
9 16 316675
10 7 239997
14 20 365340
12 2 182315
2 9 236642
7 23 291619
17 14 358842
20 3 171331
9 22 240660
18 15 272932
14 12 275601
4 11 232205
5 16 203116
2 3 263907
3 8 32194
8 22 241057
9 23 295034
6 19 254930
13 10 193366
14 21 328606
20 22 96594
17 8 170386
17 9 255633
4 14 315672
7 18 112152
20 5 309668
18 19 257374
15 16 436065
21 10 249099
1 17 353712
17 12 219784
23 5 196610
8 13 227531
9 12 126399
4 15 160702
2 6 345156
23 4 287787
3 14 349035
11 10 11624
13 17 264206
21 7 9102
21 23 300721
19 20 265521
19 9 273091
1 23 231149
1 14 203264
9 1 231133
19 2 290581
3 12 81592
2 16 334165
15 8 167197
20 10 277675
8 2 237039
19 22 294599
1 19 149974
18 2 271462
4 3 33363
10 16 139550
19 11 107590
3 23 321150
13 19 289332
20 16 309209
18 17 220813
8 5 170531
1 20 223667
14 2 451887
16 18 300951
9 6 108514
23 18 282125
13 5 263361
16 19 235516
12 20 89739
20 7 141800
11 16 127926
5 7 167868
12 7 52061
8 6 188509
4 12 55893
16 6 298514
5 14 168725
20 4 145632
3 21 38633
9 4 147050
7 3 29531
Case #226: Impossible
Case #227: 11
3 6 617572
5 4 489160
6 7 865920
9 10 757719
9 2 463410
1 8 910127
6 2 495133
6 10 530375
9 8 119722
2 11 466833
6 5 242727
Case #228: 232
12 3 169488
28 34 311207
12 43 284463
38 17 234321
1 22 176908
5 32 159314
22 35 183716
7 6 21001
2 32 212045
9 24 130629
8 39 90199
26 7 196805
30 42 196246
15 24 4963
1 37 288648
12 25 277986
4 25 194111
5 19 333253
29 10 143410
1 41 282189
39 15 124853
20 42 44415
23 43 167923
13 23 322865
38 26 223583
6 42 193586
39 16 309019
43 10 134789
32 42 203422
8 6 147042
26 13 359625
41 24 161044
27 15 155722
17 6 273277
19 24 297950
18 24 74319
7 21 149952
11 17 101009
9 33 170762
43 33 185252
24 27 160685
7 1 177038
24 34 162838
36 30 117851
42 14 165397
26 34 241334
22 18 192006
43 9 216057
17 12 258928
31 35 47705
41 32 218057
22 39 136509
22 21 274750
13 2 319784
34 40 237304
10 41 184634
16 9 197212
16 15 188527
24 8 109021
12 38 271413
12 19 401255
3 30 246983
1 5 232767
17 7 260419
1 27 199343
28 19 421980
26 16 173906
4 40 118564
24 1 210545
15 36 91008
3 22 236714
1 4 257146
28 14 233575
4 19 344551
28 33 285604
40 13 355595
27 14 145385
15 34 167801
35 10 147662
17 18 202714
12 24 199035
16 23 149078
7 3 191596
41 3 241144
25 8 187972
5 39 181980
2 33 55559
3 21 41644
8 35 15051
9 2 142520
30 9 159423
10 8 132611
30 41 189838
22 6 145799
14 3 229656
17 14 140070
25 10 72287
24 10 151238
11 36 184580
19 30 319830
34 39 266692
42 33 133939
18 2 154437
27 6 141788
31 5 184851
22 5 193608
3 39 212889
14 33 222844
29 38 36672
41 15 156081
30 35 152866
24 5 52164
8 30 137815
8 19 338412
1 18 274938
29 6 47109
19 39 400822
36 31 73677
37 24 167503
35 43 156996
13 37 266305
34 16 283098
3 18 157392
32 26 236075
23 38 114114
9 37 149494
12 36 199276
32 28 305948
4 11 186664
33 11 260275
41 35 136478
27 30 176174
28 3 246941
14 18 123867
25 16 158187
9 1 260628
16 1 292089
33 39 265493
23 18 121549
9 35 106063
15 4 110197
17 15 194581
7 42 172585
7 27 120787
5 6 89811
21 2 166883
34 14 206892
10 21 208717
5 40 126630
15 20 133258
27 10 184275
34 10 197198
27 40 176367
30 1 232425
21 40 279135
34 31 144514
23 28 235893
29 36 110127
13 25 243202
21 41 268394
5 27 189597
16 13 401389
24 36 95971
20 2 150112
41 23 208274
14 11 39061
9 23 130892
26 30 208354
8 26 70539
16 41 339420
11 15 93572
38 40 146844
35 21 229227
15 21 209632
15 23 52193
31 29 183804
22 12 261610
38 21 207788
32 8 195638
29 26 222913
25 15 83914
1 38 188029
1 11 184390
38 43 133860
20 25 217172
7 12 261740
36 14 145519
23 35 171302
5 42 219616
39 27 141863
38 11 155493
25 27 162810
24 6 141975
3 24 231711
42 22 172455
41 19 369594
17 10 261827
18 13 346571
25 6 63024
42 2 105697
29 4 200290
33 17 159991
26 37 198425
40 20 202761
32 12 260872
30 16 255597
31 30 187266
20 27 146541
37 19 376053
27 13 273897
4 20 104743
13 36 282206
25 38 34451
18 19 362343
15 35 119109
28 22 282335
6 28 245677
33 34 257052
11 42 126336
32 18 181469
30 13 321974
26 5 231724
7 10 114310
32 15 112113
6 3 212597
16 8 244445
28 13 429498
3 11 190595
12 5 251199
18 29 183369
29 41 127322
31 15 164685
Case #229: 243
31 6 92939
34 23 115074
5 7 141476
32 3 134462
27 21 131167
29 12 114987
3 26 87917
13 18 137380
28 12 224089
40 38 45668
14 24 53872
23 4 139598
27 33 162883
12 27 146522
40 16 114328
13 25 88078
9 3 103507
10 1 88369
31 8 88926
10 30 62128
37 8 81244
9 31 83716
30 38 35164
37 3 163267
17 23 195951
3 12 187368
21 2 163447
14 38 76433
12 15 198803
24 30 58305
19 2 91450
7 4 93650
8 6 28429
1 27 33740
11 35 184424
23 14 206879
21 18 227496
35 29 89599
32 9 74705
21 34 140200
22 16 151052
40 32 108191
34 27 9033
13 39 52463
13 11 115100
24 15 92531
28 38 75118
38 17 102423
20 9 100528
3 40 40619
9 2 11657
32 15 119970
24 39 50548
30 19 100015
10 11 129529
16 18 103374
5 6 135571
25 10 119931
9 30 104534
28 35 127636
19 1 6706
14 16 149784
36 33 242722
15 7 130070
10 40 75892
4 2 66865
6 36 110158
32 2 63048
26 28 73488
14 12 166924
25 26 120632
31 23 141532
16 21 245863
22 26 2130
32 35 110618
30 14 109849
6 3 112730
21 31 166658
33 22 190878
27 4 33557
26 1 59775
10 15 87671
36 17 58824
23 25 217954
12 22 152731
39 25 140541
1 18 127757
34 20 109993
4 25 113110
11 19 169194
17 25 130955
6 26 80223
36 1 137888
40 20 122223
5 19 121829
10 18 94798
28 11 199504
30 27 59569
20 31 65469
8 35 124796
35 6 96367
25 16 205972
17 26 104053
22 15 65630
39 35 32631
39 2 76437
32 14 36752
38 39 27407
37 15 168801
7 22 83998
5 14 131663
34 39 60845
40 19 19183
18 29 83518
32 26 60893
9 36 100935
35 23 190484
30 26 33534
6 4 87745
15 9 114942
11 31 138732
31 25 133348
28 15 136988
17 32 77704
29 5 95222
26 19 66481
5 13 132066
26 36 92665
37 36 142826
11 12 170984
15 1 127535
32 39 77987
39 14 50538
7 28 155356
20 24 67487
35 5 113756
6 37 71261
30 29 73408
33 14 233465
14 28 96493
33 2 195163
19 24 87992
33 39 210102
16 20 167249
3 35 146325
23 16 228928
14 4 83837
28 16 222410
18 25 153231
31 37 122440
33 10 164414
35 4 65930
38 25 122262
2 17 135672
28 27 99523
26 9 71000
1 22 61905
21 13 199824
6 17 133238
6 38 81853
36 22 92057
19 17 167274
16 17 190736
36 3 119560
40 14 107539
17 37 169756
32 27 86928
10 4 36116
1 5 115123
35 19 124889
7 11 102251
13 8 65782
32 21 164997
31 18 124322
20 29 93946
39 9 88094
7 26 86128
20 25 72538
10 21 132698
31 4 20238
23 1 139781
33 29 175694
34 15 102828
36 39 68410
13 9 84988
18 17 176407
6 19 91294
28 13 94568
25 29 108651
17 35 124121
39 10 45688
32 23 190123
14 36 17872
9 25 100839
23 11 236206
11 40 150011
21 14 201749
14 37 128804
40 2 72267
1 25 173926
10 12 126267
27 13 99493
31 38 11086
24 9 85259
32 20 50367
1 8 56159
13 31 64002
31 7 82186
24 37 134495
18 26 111606
7 35 120718
32 5 116241
16 11 192256
27 25 140186
22 20 80315
28 4 81010
31 5 68064
1 40 12477
1 13 121941
4 36 100187
9 16 105133
14 10 69051
10 19 95075
1 3 28142
1 32 119732
11 4 133538
12 33 290681
5 3 143265
34 25 149219
33 23 56842
9 35 105590
30 39 59311
19 27 40446
28 34 108556
16 32 179838
33 21 31716
29 19 106355
25 30 154166
40 17 148091
32 12 158566
15 8 134148
22 11 128146
16 1 101851
Case #230: 9
6 1 214943
